CustomerID,Age,Gender,AnnualIncome,SpendingScore,Region,PreferredChannel,TenureYears,WebsiteVisits,PurchasesLastYear
CUST04293,32,Male,39543,48,West,Email,10,9,6
CUST04294,47,Male,48915,87,North,Social Media,8,8,1
CUST04295,19,Female,38935,53,North,Email,6,10,9
CUST04296,24,Female,39484,55,North,Social Media,9,9,5
CUST04297,36,Female,57303,38,North,Social Media,2,7,5
CUST04298,25,Female,36476,2,South,Social Media,1,5,6
CUST04299,27,Female,38477,69,North,Social Media,11,9,6
CUST04300,30,Male,29408,82,North,SMS,6,9,5
CUST04301,21,Female,42441,53,South,Phone Call,9,7,7
CUST04302,25,Female,69674,50,East,Social Media,7,6,3
CUST04303,42,Female,37310,29,East,Email,11,13,7
CUST04304,21,Female,39025,74,South,Email,11,12,7
CUST04305,19,Male,52908,55,East,SMS,3,8,4
CUST04306,28,Female,44438,61,North,Phone Call,0,15,3
CUST04307,42,Female,83422,50,West,Social Media,5,12,3
CUST04308,33,Female,47562,16,West,SMS,8,9,6
CUST04309,30,Male,55028,87,North,Email,3,15,11
CUST04310,35,Female,64156,94,North,Phone Call,2,8,2
CUST04311,17,Male,63868,70,East,Social Media,5,11,3
CUST04312,39,Female,53499,44,South,Phone Call,5,9,8
CUST04313,38,Female,47583,100,West,Email,3,7,5
CUST04314,30,Female,80360,84,North,SMS,6,16,4
CUST04315,45,Female,48503,16,South,SMS,10,10,5
CUST04316,23,Female,43374,28,South,Email,1,6,7
CUST04317,46,Female,40312,57,North,Social Media,0,14,4
CUST04318,36,Female,24097,26,South,Social Media,10,9,4
CUST04319,31,Female,62324,86,West,Phone Call,5,8,6
CUST04320,34,Female,14778,11,West,Email,2,9,9
CUST04321,33,Male,49914,1,South,Email,2,7,9
CUST04322,47,Male,46927,69,North,Social Media,12,12,2
CUST04323,24,Male,83599,43,South,Email,0,12,5
CUST04324,27,Male,22525,46,East,SMS,12,8,6
CUST04325,45,Female,36483,36,North,Social Media,1,11,7
CUST04326,29,Female,47958,66,North,Social Media,2,16,7
CUST04327,44,Male,47037,57,North,SMS,0,10,1
CUST04328,51,Male,41756,6,West,Email,7,9,5
CUST04329,30,Male,48785,62,North,Social Media,5,8,5
CUST04330,41,Male,31106,27,North,Social Media,8,8,9
CUST04331,23,Female,55357,26,West,Social Media,0,12,3
CUST04332,42,Male,15177,99,West,Email,10,9,3
CUST04333,36,Female,49613,13,West,Social Media,13,6,5
CUST04334,39,Female,40994,76,North,Email,11,9,2
CUST04335,28,Female,65244,18,North,Phone Call,14,7,4
CUST04336,18,Male,76329,38,West,SMS,3,12,6
CUST04337,40,Male,45034,6,West,Email,3,8,4
CUST04338,14,Female,70860,92,East,Email,4,16,7
CUST04339,31,Male,45258,28,West,SMS,10,12,1
CUST04340,44,Male,35508,89,South,Email,1,5,1
CUST04341,36,Female,76188,5,East,SMS,12,10,1
CUST04342,54,Female,57811,59,West,Phone Call,0,15,4
CUST04343,45,Male,50066,79,West,Social Media,11,10,4
CUST04344,28,Female,60307,73,West,SMS,8,7,2
CUST04345,35,Male,54113,45,West,SMS,4,7,6
CUST04346,34,Male,48961,53,South,Social Media,7,14,5
CUST04347,19,Female,30103,2,West,Social Media,13,9,6
CUST04348,25,Female,45941,49,North,Email,11,14,5
CUST04349,29,Male,59348,73,East,Email,2,9,5
CUST04350,14,Female,48158,90,West,Email,3,7,4
CUST04351,35,Male,63534,87,North,Social Media,3,9,5
CUST04352,32,Female,55754,63,South,Social Media,5,14,4
CUST04353,18,Male,36827,92,East,Social Media,3,7,6
CUST04354,39,Female,30212,70,West,Email,4,12,6
CUST04355,42,Male,47642,58,East,Social Media,11,15,3
CUST04356,37,Male,42136,4,West,Social Media,13,7,8
CUST04357,31,Female,55044,30,South,Phone Call,4,12,7
CUST04358,40,Male,39227,57,South,SMS,7,9,3
CUST04359,41,Male,40769,47,East,SMS,8,16,4
CUST04360,38,Male,65796,18,East,Social Media,10,7,3
CUST04361,26,Male,52223,94,East,Email,7,12,5
CUST04362,37,Male,39459,91,South,Phone Call,11,11,4
CUST04363,46,Female,50264,95,North,Phone Call,4,4,6
CUST04364,29,Male,70683,44,East,SMS,11,10,5
CUST04365,55,Male,54406,52,West,Phone Call,11,12,8
CUST04366,29,Male,58894,49,South,Phone Call,5,6,3
CUST04367,35,Female,38716,30,East,Phone Call,3,13,2
CUST04368,28,Female,65396,52,South,Social Media,1,3,5
CUST04369,37,Male,84771,37,East,SMS,10,11,10
CUST04370,17,Male,38127,63,South,SMS,10,14,8
CUST04371,29,Female,32271,12,South,Email,4,10,10
CUST04372,24,Female,52633,17,East,Social Media,0,13,7
CUST04373,36,Male,63132,34,West,Phone Call,0,10,7
CUST04374,44,Female,48629,28,South,Social Media,0,13,6
CUST04375,41,Male,34201,4,West,Phone Call,3,13,7
CUST04376,11,Male,48371,98,West,Phone Call,13,13,9
CUST04377,55,Male,58971,46,South,Email,4,17,8
CUST04378,37,Female,43894,14,South,Email,14,9,3
CUST04379,27,Male,59108,13,South,Email,3,8,5
CUST04380,36,Male,67470,58,West,Phone Call,5,5,6
CUST04381,36,Female,53603,49,South,Phone Call,1,10,6
CUST04382,28,Male,49580,50,South,Social Media,4,15,6
CUST04383,36,Male,62440,67,South,SMS,12,6,5
CUST04384,28,Male,37158,21,South,Phone Call,5,9,3
CUST04385,30,Female,35679,80,East,Social Media,14,12,7
CUST04386,28,Female,46001,51,South,Social Media,4,10,7
CUST04387,20,Male,42621,38,West,Phone Call,5,9,3
CUST04388,36,Female,37949,26,West,Phone Call,7,15,5
CUST04389,40,Male,77457,6,North,Email,1,10,4
CUST04390,40,Male,82579,18,East,Email,12,7,5
CUST04391,43,Female,44694,6,East,Email,6,12,3
CUST04392,38,Female,51375,41,North,Social Media,13,10,4
CUST04393,29,Male,47182,57,West,Email,5,12,3
CUST04394,43,Female,66612,50,West,Phone Call,9,11,7
CUST04395,21,Female,69584,25,South,Email,7,11,3
CUST04396,25,Female,23341,48,North,Phone Call,8,14,8
CUST04397,25,Male,57140,24,West,Phone Call,13,8,6
CUST04398,45,Male,30397,30,North,SMS,7,7,4
CUST04399,44,Female,76374,87,North,SMS,13,9,10
CUST04400,39,Male,56603,45,East,Email,4,13,3
CUST04401,45,Male,37649,43,West,Phone Call,3,8,6
CUST04402,26,Female,46380,72,West,SMS,2,8,11
CUST04403,38,Male,45665,56,South,Social Media,9,13,5
CUST04404,33,Female,57876,73,West,SMS,8,8,8
CUST04405,43,Male,65628,70,East,Email,6,10,3
CUST04406,33,Male,32776,33,West,Social Media,0,11,6
CUST04407,31,Female,77581,97,South,Social Media,2,7,4
CUST04408,40,Male,74085,45,West,Phone Call,12,7,4
CUST04409,43,Female,36870,7,North,Phone Call,14,5,3
CUST04410,28,Male,51092,18,East,Phone Call,11,8,2
CUST04411,34,Male,75662,70,South,Phone Call,2,6,9
CUST04412,24,Male,68493,45,South,SMS,12,5,6
CUST04413,10,Female,44948,37,North,Email,5,15,4
CUST04414,37,Male,62215,21,East,Email,14,17,5
CUST04415,41,Male,94957,90,West,Phone Call,12,9,5
CUST04416,37,Female,51577,79,East,SMS,1,10,5
CUST04417,15,Female,40510,44,East,SMS,3,10,3
CUST04418,31,Male,52586,30,East,SMS,11,9,5
CUST04419,12,Female,53698,11,East,Email,1,11,4
CUST04420,48,Female,42131,8,East,Phone Call,4,8,2
CUST04421,24,Female,56624,5,East,SMS,12,6,6
CUST04422,47,Female,31183,8,North,SMS,14,9,6
CUST04423,44,Male,40016,5,South,Phone Call,3,6,3
CUST04424,25,Female,61373,10,North,SMS,3,7,8
CUST04425,23,Male,23676,15,West,Email,11,11,4
CUST04426,38,Male,63547,56,South,Social Media,3,16,6
CUST04427,26,Male,19820,55,South,Email,12,6,9
CUST04428,36,Female,24030,3,West,Phone Call,3,7,2
CUST04429,30,Female,42515,41,South,Phone Call,13,10,6
CUST04430,17,Male,54302,10,West,Email,4,13,5
CUST04431,12,Male,69878,7,East,Social Media,1,9,6
CUST04432,37,Female,50864,63,East,Phone Call,5,7,4
CUST04433,29,Female,46301,63,South,Phone Call,0,12,6
CUST04434,29,Male,58693,88,South,Email,9,10,5
CUST04435,41,Female,36936,26,East,Social Media,1,10,7
CUST04436,46,Female,52091,34,East,Social Media,2,12,7
CUST04437,32,Male,32008,72,West,Social Media,1,10,2
CUST04438,31,Female,51238,39,South,Phone Call,14,12,7
CUST04439,40,Female,48052,60,South,Social Media,2,6,6
CUST04440,21,Male,37935,69,North,Email,7,6,4
CUST04441,37,Female,52475,100,East,Phone Call,2,7,3
CUST04442,40,Male,52378,26,East,Social Media,10,10,3
CUST04443,41,Female,67631,62,South,SMS,13,5,2
CUST04444,15,Male,25915,10,North,Social Media,9,13,0
CUST04445,27,Female,48859,97,West,Social Media,0,10,4
CUST04446,26,Male,38596,100,West,Phone Call,14,9,5
CUST04447,35,Female,63046,54,East,Email,13,12,5
CUST04448,39,Female,61308,31,North,SMS,10,13,6
CUST04449,49,Female,57618,38,North,Phone Call,7,10,5
CUST04450,30,Male,39442,25,West,Social Media,7,11,12
CUST04451,30,Female,63282,77,East,Phone Call,6,13,3
CUST04452,46,Male,27048,65,South,Phone Call,3,11,6
CUST04453,37,Female,23970,100,North,SMS,11,6,7
CUST04454,47,Female,30861,100,South,Social Media,4,8,5
CUST04455,37,Female,49497,50,East,Phone Call,11,17,5
CUST04456,23,Female,60127,24,West,Email,11,11,7
CUST04457,21,Female,5359,27,North,SMS,10,4,3
CUST04458,19,Female,69841,82,South,Phone Call,13,10,4
CUST04459,41,Male,51966,50,North,SMS,9,4,3
CUST04460,46,Male,26483,50,North,Phone Call,5,14,0
CUST04461,53,Female,51514,15,North,Phone Call,5,7,6
CUST04462,43,Female,66387,17,East,Phone Call,6,16,4
CUST04463,46,Female,58991,29,South,Email,3,10,4
CUST04464,29,Female,66486,5,North,Email,7,8,6
CUST04465,23,Female,29506,11,South,Email,1,8,4
CUST04466,43,Male,43789,80,East,Phone Call,8,6,3
CUST04467,39,Female,36129,52,North,Email,14,13,4
CUST04468,36,Female,75763,34,North,SMS,5,5,3
CUST04469,38,Male,59590,81,North,Email,13,9,2
CUST04470,38,Male,92705,33,South,SMS,11,10,5
CUST04471,47,Male,42985,49,South,Social Media,0,6,3
CUST04472,47,Female,39129,31,North,Social Media,14,10,4
CUST04473,40,Female,47857,18,South,Email,0,8,3
CUST04474,43,Female,70675,89,South,Email,12,9,9
CUST04475,40,Female,44508,5,North,SMS,7,5,3
CUST04476,30,Female,51866,30,North,Phone Call,9,17,7
CUST04477,42,Male,51450,45,West,SMS,9,7,5
CUST04478,21,Female,50592,87,West,Social Media,12,9,9
CUST04479,45,Female,40214,38,North,Phone Call,6,8,3
CUST04480,23,Female,47940,82,East,SMS,2,12,3
CUST04481,37,Male,47298,96,North,Email,7,8,5
CUST04482,26,Female,49886,94,North,Social Media,14,11,0
CUST04483,40,Female,64152,29,North,Social Media,7,13,10
CUST04484,34,Female,76409,36,North,Email,12,8,5
CUST04485,19,Female,37393,9,North,SMS,6,13,2
CUST04486,39,Male,44120,23,North,Email,13,14,4
CUST04487,29,Male,37624,3,North,SMS,4,5,4
CUST04488,43,Male,52806,86,North,Social Media,7,10,5
CUST04489,35,Female,41924,56,West,Email,4,11,4
CUST04490,38,Male,53596,40,West,Social Media,0,5,7
CUST04491,25,Male,66554,56,West,Social Media,7,9,2
CUST04492,29,Female,12112,58,East,Phone Call,6,6,20
CUST04493,30,Female,57376,31,South,Email,6,12,7
CUST04494,43,Male,43097,86,East,Social Media,1,13,4
CUST04495,51,Male,56906,11,East,SMS,10,6,6
CUST04496,26,Male,36552,42,North,Email,11,8,4
CUST04497,45,Male,67943,3,West,SMS,11,15,6
CUST04498,13,Female,63699,57,North,SMS,11,8,2
CUST04499,23,Female,58525,14,North,SMS,2,9,2
CUST04500,25,Male,61898,46,West,Email,11,4,7
CUST04501,21,Male,38815,19,North,SMS,2,16,7
CUST04502,19,Male,40705,60,South,Email,11,9,2
CUST04503,39,Female,61286,31,South,Phone Call,11,8,5
CUST04504,32,Female,38484,36,East,SMS,10,14,5
CUST04505,38,Female,71684,32,West,Email,9,13,4
CUST04506,41,Male,45146,63,South,SMS,5,5,4
CUST04507,37,Female,57528,26,East,Social Media,5,12,4
CUST04508,41,Male,81488,65,North,SMS,2,7,6
CUST04509,34,Male,39406,2,East,Social Media,10,14,13
CUST04510,23,Female,51031,70,East,Social Media,4,6,4
CUST04511,45,Male,65812,45,South,SMS,8,7,3
CUST04512,29,Female,64269,78,East,SMS,6,6,4
CUST04513,25,Female,45082,92,West,Social Media,8,13,6
CUST04514,33,Male,42249,97,North,Phone Call,1,10,0
CUST04515,25,Male,46502,25,West,Email,9,9,4
CUST04516,30,Female,71717,40,North,SMS,9,11,13
CUST04517,38,Female,45813,18,West,Social Media,0,12,4
CUST04518,38,Female,51171,98,North,Email,1,9,6
CUST04519,26,Female,43598,12,West,SMS,5,9,6
CUST04520,30,Female,60583,91,North,Email,9,14,3
CUST04521,45,Female,52332,24,South,Social Media,6,11,5
CUST04522,39,Female,34948,97,East,SMS,7,6,3
CUST04523,55,Male,35467,79,East,Phone Call,10,13,6
CUST04524,46,Female,20020,43,East,Email,5,13,2
CUST04525,46,Male,37530,32,East,SMS,5,14,8
CUST04526,21,Male,61909,81,North,Email,2,11,6
CUST04527,42,Female,69856,99,West,Email,14,8,6
CUST04528,34,Female,60283,47,West,SMS,8,10,8
CUST04529,29,Female,58319,45,South,SMS,10,9,5
CUST04530,36,Female,48102,35,East,SMS,1,5,9
CUST04531,44,Female,61623,77,East,Social Media,10,9,3
CUST04532,40,Male,54294,9,South,SMS,13,8,6
CUST04533,26,Male,77066,10,East,Email,4,10,9
CUST04534,42,Female,48523,65,South,SMS,2,13,2
CUST04535,28,Female,70145,59,East,Social Media,0,12,6
CUST04536,37,Female,63111,98,West,Social Media,1,17,7
CUST04537,31,Female,61031,57,South,SMS,5,16,2
CUST04538,32,Male,19827,89,West,Email,13,7,4
CUST04539,42,Male,63937,86,East,Social Media,9,9,7
CUST04540,24,Male,48087,10,West,Email,0,7,5
CUST04541,54,Female,43341,90,West,Phone Call,10,5,7
CUST04542,16,Female,27756,19,North,Social Media,14,11,2
CUST04543,29,Female,49916,50,East,Phone Call,1,12,7
CUST04544,38,Male,50503,68,North,Social Media,9,15,4
CUST04545,40,Male,30454,5,South,Email,4,9,4
CUST04546,33,Male,27900,29,North,Phone Call,0,6,4
CUST04547,34,Female,57299,5,East,Email,13,5,7
CUST04548,39,Male,63075,60,North,Social Media,13,16,6
CUST04549,32,Female,52854,65,North,Email,14,7,6
CUST04550,48,Male,67262,28,East,Phone Call,10,6,4
CUST04551,43,Female,48704,83,West,SMS,10,13,7
CUST04552,43,Female,49184,100,South,SMS,9,12,5
CUST04553,25,Female,36244,1,North,Social Media,3,8,1
CUST04554,34,Female,26596,29,East,SMS,4,8,6
CUST04555,31,Male,77819,51,North,Social Media,4,8,6
CUST04556,24,Male,66969,36,South,Email,4,12,3
CUST04557,38,Male,29112,32,South,Email,13,15,9
CUST04558,29,Female,52336,64,South,Phone Call,9,11,5
CUST04559,41,Male,48499,14,North,Phone Call,8,15,4
CUST04560,24,Female,45890,32,West,SMS,8,6,5
CUST04561,52,Male,43864,9,West,Email,4,14,3
CUST04562,26,Male,55719,83,West,Phone Call,5,16,5
CUST04563,37,Female,62272,11,East,SMS,7,7,2
CUST04564,42,Female,56035,48,West,Social Media,11,9,3
CUST04565,29,Female,48192,51,West,Phone Call,6,11,5
CUST04566,43,Male,47641,4,South,Phone Call,14,9,7
CUST04567,22,Female,64052,41,East,SMS,5,9,5
CUST04568,49,Male,56951,25,South,Phone Call,3,11,5
CUST04569,35,Male,51090,17,North,SMS,2,8,3
CUST04570,29,Male,49461,47,North,Phone Call,3,17,8
CUST04571,32,Female,55179,8,South,Email,12,13,11
CUST04572,43,Male,42974,58,East,Email,2,11,0
CUST04573,29,Female,62323,1,West,Email,12,10,5
CUST04574,27,Female,33862,2,West,Phone Call,7,15,7
CUST04575,32,Male,43828,10,East,SMS,5,11,7
CUST04576,23,Male,59166,91,West,Email,5,10,6
CUST04577,53,Male,33006,27,West,Social Media,0,8,6
CUST04578,29,Male,26404,13,South,Phone Call,4,5,5
CUST04579,43,Female,50946,63,North,SMS,7,14,2
CUST04580,37,Female,24553,11,East,Phone Call,10,5,4
CUST04581,25,Female,30517,14,East,SMS,12,11,2
CUST04582,34,Female,61348,96,West,SMS,1,4,6
CUST04583,42,Female,46928,80,West,Phone Call,13,7,12
CUST04584,33,Female,69282,93,North,Social Media,2,10,2
CUST04585,46,Female,31927,98,East,Social Media,11,7,11
CUST04586,45,Female,48590,26,South,Phone Call,8,8,9
CUST04587,44,Female,55993,69,North,Email,11,12,4
CUST04588,30,Male,32442,83,South,Email,12,7,1
CUST04589,24,Male,65476,39,North,SMS,3,10,2
CUST04590,28,Female,57660,92,South,Email,10,10,4
CUST04591,36,Female,25860,28,South,Phone Call,9,9,4
CUST04592,40,Male,49433,17,South,Phone Call,11,10,6
CUST04593,13,Male,55789,37,East,Social Media,4,6,6
CUST04594,34,Male,41149,83,West,Email,11,8,6
CUST04595,36,Female,27802,27,East,Email,11,12,6
CUST04596,32,Male,54176,76,South,SMS,14,10,7
CUST04597,47,Male,83168,67,West,Phone Call,10,10,4
CUST04598,39,Male,44195,68,South,Phone Call,14,10,7
CUST04599,48,Male,73538,47,North,Phone Call,6,16,5
CUST04600,32,Male,38715,75,West,Social Media,12,7,2
CUST04601,44,Female,53233,34,East,Social Media,14,12,8
CUST04602,51,Male,61572,18,South,Social Media,4,10,9
CUST04603,48,Female,49873,35,West,Phone Call,1,8,8
CUST04604,24,Male,45533,18,East,Phone Call,6,5,5
CUST04605,32,Male,60891,70,North,Email,10,10,6
CUST04606,31,Male,78371,34,South,Phone Call,5,11,3
CUST04607,39,Male,54508,33,East,Phone Call,10,5,2
CUST04608,41,Male,42259,72,West,Social Media,8,11,5
CUST04609,26,Female,47153,84,North,Email,1,10,8
CUST04610,35,Female,87795,84,South,Phone Call,1,11,4
CUST04611,14,Female,52023,43,East,SMS,12,9,7
CUST04612,49,Female,41083,82,North,Social Media,12,11,5
CUST04613,29,Female,32823,27,North,SMS,7,11,7
CUST04614,35,Female,22611,48,East,Email,9,12,4
CUST04615,31,Female,55453,69,South,Social Media,10,15,5
CUST04616,46,Male,59819,71,East,Email,0,8,5
CUST04617,6,Female,44049,22,North,Phone Call,7,8,2
CUST04618,34,Male,49775,34,North,Social Media,4,8,2
CUST04619,33,Male,32443,43,West,Email,0,7,3
CUST04620,30,Female,51993,77,South,Email,9,9,0
CUST04621,52,Male,57222,96,East,Email,10,13,7
CUST04622,26,Male,41972,88,South,SMS,0,10,6
CUST04623,42,Female,75356,16,South,Social Media,5,10,3
CUST04624,38,Male,37443,14,North,Email,11,9,5
CUST04625,47,Female,54252,39,West,Social Media,9,8,5
CUST04626,28,Male,62724,71,East,Phone Call,10,10,8
CUST04627,27,Female,48840,12,East,Phone Call,1,13,7
CUST04628,45,Male,47172,84,West,Email,1,12,3
CUST04629,39,Female,28567,97,West,Social Media,0,9,4
CUST04630,19,Male,70360,55,North,Email,0,8,5
CUST04631,29,Female,47451,6,North,Email,3,12,4
CUST04632,38,Male,58060,40,East,SMS,4,10,5
CUST04633,43,Male,60090,91,West,Social Media,3,11,5
CUST04634,28,Female,40575,13,South,SMS,5,11,2
CUST04635,5,Male,47037,69,South,Email,7,11,6
CUST04636,40,Female,70017,24,West,SMS,10,9,3
CUST04637,22,Male,33242,74,East,SMS,14,4,2
CUST04638,14,Male,81918,59,South,SMS,10,12,5
CUST04639,6,Female,38826,46,South,Phone Call,1,9,4
CUST04640,43,Male,32307,96,West,Phone Call,0,6,8
CUST04641,36,Female,51984,73,North,SMS,1,11,3
CUST04642,32,Male,83125,99,South,Social Media,12,11,6
CUST04643,48,Male,21335,44,North,Phone Call,9,11,9
CUST04644,41,Male,47884,76,South,SMS,13,2,5
CUST04645,51,Male,57143,11,East,Email,10,10,6
CUST04646,21,Female,50504,61,North,Phone Call,5,12,9
CUST04647,34,Female,55728,36,East,Email,10,7,1
CUST04648,18,Male,39229,72,North,SMS,13,9,9
CUST04649,32,Male,41004,10,West,SMS,3,19,8
CUST04650,32,Female,47773,78,West,SMS,6,5,4
CUST04651,41,Male,33051,94,South,Email,13,9,4
CUST04652,35,Female,49329,1,East,Phone Call,1,13,6
CUST04653,41,Male,44168,63,North,SMS,0,17,3
CUST04654,42,Male,42949,12,East,Social Media,12,8,6
CUST04655,56,Female,54807,5,East,SMS,4,15,1
CUST04656,31,Male,22690,78,South,Phone Call,13,12,4
CUST04657,25,Female,46563,36,West,Phone Call,8,5,5
CUST04658,37,Female,84760,17,North,Social Media,12,11,1
CUST04659,26,Female,33708,58,South,SMS,5,10,8
CUST04660,49,Female,69282,22,East,Phone Call,5,10,4
CUST04661,32,Female,50819,31,West,Phone Call,0,15,1
CUST04662,29,Female,40955,26,West,Phone Call,0,14,1
CUST04663,30,Male,30190,13,North,Email,3,11,4
CUST04664,42,Female,52095,63,West,Phone Call,13,13,8
CUST04665,33,Female,71800,67,East,Phone Call,1,8,6
CUST04666,28,Male,44161,63,West,Email,2,17,6
CUST04667,51,Female,48785,11,East,SMS,10,13,5
CUST04668,26,Male,65155,69,North,Social Media,5,10,4
CUST04669,35,Female,55113,64,East,Email,9,16,7
CUST04670,41,Female,26415,68,West,Email,12,17,5
CUST04671,18,Female,51483,32,West,Email,14,14,3
CUST04672,39,Male,72683,74,North,Phone Call,0,12,7
CUST04673,24,Male,49445,10,North,SMS,10,8,6
CUST04674,43,Female,8877,54,West,SMS,11,4,5
CUST04675,25,Female,55823,55,North,SMS,12,9,7
CUST04676,41,Male,47023,82,East,Social Media,11,10,7
CUST04677,46,Male,22563,62,South,SMS,10,7,2
CUST04678,43,Male,24811,55,East,Social Media,9,5,5
CUST04679,37,Female,64626,87,East,Phone Call,1,18,6
CUST04680,32,Male,39014,82,North,SMS,3,10,5
CUST04681,29,Male,36387,35,South,Social Media,5,14,4
CUST04682,49,Male,49465,67,West,Phone Call,12,11,2
CUST04683,28,Male,40336,65,North,Phone Call,2,6,1
CUST04684,24,Male,51500,17,East,Social Media,8,3,5
CUST04685,41,Male,46959,42,South,Phone Call,9,6,9
CUST04686,27,Male,32000,59,North,Phone Call,3,19,2
CUST04687,25,Female,42332,70,East,SMS,6,14,7
CUST04688,20,Male,56641,11,East,Social Media,10,6,6
CUST04689,30,Female,50628,78,West,Phone Call,4,10,5
CUST04690,34,Female,48770,28,West,Email,5,17,8
CUST04691,37,Male,79060,39,South,Email,8,7,5
CUST04692,44,Female,60965,54,East,Phone Call,8,6,6
CUST04693,40,Female,62786,100,East,SMS,5,13,3
CUST04694,33,Male,47510,11,West,Email,1,14,8
CUST04695,33,Female,53302,58,East,SMS,8,21,2
CUST04696,40,Male,43533,40,West,Phone Call,10,12,3
CUST04697,47,Male,61663,4,East,Social Media,1,6,5
CUST04698,36,Male,48344,64,West,Phone Call,1,13,10
CUST04699,30,Male,53335,48,West,Phone Call,1,13,7
CUST04700,25,Male,52409,70,South,Email,13,11,2
CUST04701,20,Male,49727,83,East,Social Media,6,6,5
CUST04702,41,Male,94072,31,East,SMS,10,9,1
CUST04703,40,Female,40000,2,West,SMS,3,9,6
CUST04704,40,Male,39864,43,East,Social Media,7,6,9
CUST04705,33,Female,60411,89,West,SMS,7,5,7
CUST04706,49,Male,41072,41,South,Email,0,7,8
CUST04707,30,Male,45628,60,South,Phone Call,0,6,3
CUST04708,44,Male,33703,75,West,SMS,3,10,6
CUST04709,34,Female,57373,46,North,Email,1,11,6
CUST04710,28,Female,57563,40,South,SMS,12,9,4
CUST04711,40,Female,45272,59,East,Email,2,15,8
CUST04712,39,Female,60722,45,West,SMS,9,4,4
CUST04713,38,Female,22128,42,West,SMS,1,10,9
CUST04714,35,Female,39397,21,South,Social Media,9,11,2
CUST04715,34,Male,47450,3,West,Social Media,8,13,3
CUST04716,58,Male,32415,66,South,Email,13,16,3
CUST04717,46,Female,23769,11,West,Social Media,5,9,7
CUST04718,42,Female,45381,24,South,Phone Call,6,11,7
CUST04719,36,Female,60410,50,East,Social Media,5,12,8
CUST04720,45,Female,69231,88,North,Email,0,9,3
CUST04721,40,Female,41790,21,North,Social Media,13,11,6
CUST04722,35,Male,60998,25,North,Email,4,12,4
CUST04723,31,Male,59548,4,North,Phone Call,2,8,7
CUST04724,34,Male,68279,43,South,Email,14,11,5
CUST04725,3,Male,44747,47,West,Email,9,12,8
CUST04726,37,Male,23022,23,North,Phone Call,7,9,4
CUST04727,30,Male,51052,60,West,Phone Call,14,8,4
CUST04728,50,Male,34793,88,South,Email,13,9,6
CUST04729,35,Male,39147,21,South,SMS,14,14,6
CUST04730,23,Female,45481,66,North,SMS,6,14,5
CUST04731,34,Female,44916,87,East,Email,8,11,5
CUST04732,24,Male,52123,51,North,Social Media,11,8,1
CUST04733,39,Male,60547,15,West,Email,0,11,4
CUST04734,37,Male,44483,58,North,Email,1,8,2
CUST04735,44,Female,55935,26,South,Social Media,1,11,4
CUST04736,27,Female,50222,90,South,Phone Call,0,8,7
CUST04737,35,Male,64032,92,West,Email,7,7,5
CUST04738,21,Female,47171,59,West,SMS,11,11,5
CUST04739,42,Male,48816,90,West,Phone Call,3,9,5
CUST04740,40,Male,44383,45,North,Phone Call,6,17,1
CUST04741,39,Male,47566,66,North,Email,9,7,5
CUST04742,35,Male,38247,35,East,SMS,14,7,4
CUST04743,39,Male,36761,96,West,Social Media,0,4,4
CUST04744,51,Female,61636,94,East,Social Media,7,6,5
CUST04745,32,Male,33751,64,East,Social Media,10,8,3
CUST04746,36,Male,45213,84,South,SMS,7,14,6
CUST04747,24,Male,65230,77,East,Phone Call,10,13,3
CUST04748,26,Male,44709,27,South,Phone Call,9,10,5
CUST04749,35,Female,62431,87,West,Email,11,10,7
CUST04750,46,Male,41134,80,South,Phone Call,2,10,6
CUST04751,32,Male,34232,31,West,Phone Call,8,9,2
CUST04752,32,Female,26077,12,North,Social Media,14,12,3
CUST04753,30,Male,69690,97,East,Social Media,4,10,2
CUST04754,29,Male,32946,45,West,Social Media,4,11,2
CUST04755,37,Male,61207,32,North,Phone Call,11,11,5
CUST04756,20,Male,35000,54,North,Email,13,9,4
CUST04757,47,Female,69760,66,West,Phone Call,4,11,3
CUST04758,28,Male,83101,87,South,Email,0,11,6
CUST04759,42,Male,24702,32,West,Phone Call,13,14,1
CUST04760,22,Female,33728,15,East,SMS,9,8,10
CUST04761,41,Male,61596,55,North,Phone Call,1,12,8
CUST04762,41,Male,57695,41,South,SMS,0,7,4
CUST04763,38,Female,61653,40,West,Email,1,14,1
CUST04764,25,Male,41393,72,West,Phone Call,8,8,3
CUST04765,37,Female,79813,49,North,Phone Call,8,6,9
CUST04766,23,Male,51770,86,West,Email,12,13,3
CUST04767,32,Female,31745,38,East,Social Media,13,9,9
CUST04768,45,Male,46202,56,South,Social Media,4,15,4
CUST04769,42,Male,31946,34,East,SMS,3,7,12
CUST04770,35,Female,73864,1,North,Phone Call,12,7,8
CUST04771,25,Male,40095,10,South,Social Media,1,15,2
CUST04772,41,Female,57387,40,North,Email,5,14,8
CUST04773,35,Female,42939,16,North,Email,12,15,3
CUST04774,11,Female,40769,88,East,Phone Call,8,7,5
CUST04775,42,Female,21346,46,South,SMS,12,9,2
CUST04776,34,Male,58972,24,North,Email,7,8,6
CUST04777,47,Female,69487,14,East,Phone Call,9,13,6
CUST04778,24,Male,36260,90,East,SMS,3,9,10
CUST04779,3,Male,26821,39,South,Social Media,5,14,9
CUST04780,37,Female,62049,18,West,Phone Call,10,6,4
CUST04781,37,Female,25306,84,West,SMS,13,6,7
